id,batch_id,batch_type,PreScreen_Q1,Commitment_Q1,Commitment_Q2,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Manipulation_Q1,Manipulation_Q2,Manipulation_Q2_TEXT,QD2,QD2_1_TEXT,QD3_1,QD3_2,QD3_3,QD3_4,QD3_5,QD3_6,QD3_7,QD4,QD5,rnum,pi1,pi2,pi3,pi4,pi5,pi6,pi7,rnum_age,age1,age2,first_name1,first_name2,pol_exp1,pol_exp2,career1,career2
1300,100,Validation,Yes,"Yes, I will",Purple,,,,Candidate 1,,,,,Candidate 2,,,Age,56,American Indian or Alaska Native,,,,White,,,No,Female,0.3179396361387194,0,0,0,0,0.5,1,1,0.11906905521617016,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1301,8,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,33,,,,,White,,,No,Male,0.5691312631985944,0.017,0.073,0.193,0.444,0.498,0.869,0.968,0.8809895864410767,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1302,3,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,54,,,,,White,,,No,Male,0.9131164199004688,0.028,0.073,0.078,0.094,0.813,0.925,0.94,0.4772481972997189,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1303,12,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 1,,,Age,66,,,,,White,,,No,Male,0.38531360528089886,0.032,0.088,0.152,0.467,0.637,0.942,0.979,0.8091080199948298,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1304,100,Validation,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,I don't know,,,Age,47,,,Black or African American,,,,,No,Female,0.4131522142358944,0,0,0,0,0.5,1,1,0.24825194856344068,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1305,100,Validation,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 1,,,Age,53,,,,,White,,,No,Female,0.2906665695576618,0,0,0,0,0.5,1,1,0.8136818795031128,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1306,6,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,53,,,,,White,,,No,Female,0.3860437365681966,0.045,0.123,0.288,0.392,0.474,0.891,0.965,0.00184197095265657,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1307,100,Validation,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,,,Age,28,,,,,White,,,Yes,Male,0.7365710534473348,0,0,0,0,0.5,1,1,0.7451672413724398,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1308,6,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,,,Age,54,,,,,White,,,No,Female,0.15466741103554782,0.045,0.123,0.288,0.392,0.474,0.891,0.965,0.14421935196598512,49,62,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1309,1,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,,,Age,34,,,,,White,,,Yes,Male,0.9075186324556168,0.111,0.146,0.346,0.738,0.748,0.781,0.982,0.6756111762196783,62,49,Brendan Schmitt,Jay O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
1310,0,Warmup,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 2,,,Age,70,,,Black or African American,,,,,No,Female,0.23600334423501124,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.14226190469746056,49,62,Laurie Schmitt,Allison O'Connell,No experience,No experience,Restaurant owner,Small business owner
1311,7,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 2,,,Age,33,,,Black or African American,,White,,,No,Female,0.3718840420180662,0.022,0.112,0.218,0.572,0.637,0.878,0.963,0.30504792889232,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1312,8,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,,,Age,55,,,,,White,,,No,Male,0.4765117677106782,0.017,0.073,0.193,0.444,0.498,0.869,0.968,0.14660353496358813,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1313,1,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,,,Age,31,,,,,White,,,No,Male,0.15557273550787307,0.071,0.241,0.264,0.277,0.579,0.741,0.768,0.24355846253306568,49,62,Laurie Schmitt,Allison O'Connell,No experience,No experience,Restaurant owner,Small business owner
1314,14,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 2,,,Age,39,,,,,White,,,No,Male,0.9913345579969078,0.046,0.098,0.158,0.614,0.753,0.946,0.973,0.3555757357635479,49,62,Brendan Schmitt,Jay O'Connell,No experience,No experience,Restaurant owner,Small business owner
1315,2,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,,,Age,30,,,,,White,,,No,Female,0.6281724054431944,0.355,0.471,0.612,0.642,0.708,0.821,0.949,0.9176513035589948,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1316,10,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,,,Age,28,,,,,,Other,,Yes,Male,0.3304219204770452,0.052,0.166,0.24,0.497,0.625,0.922,0.966,0.702112912131034,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1317,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,,,Age,27,,,,,,Other,,Yes,Female,0.9044989740719318,0,0,0,0,0.5,1,1,0.4157197818662319,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1318,13,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 2,,,Age,21,,Asian,,,,,,No,Female,0.00335772358890569,0.046,0.108,0.144,0.455,0.677,0.952,0.978,0.2593008673887935,49,62,Laurie Schmitt,Allison O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
1319,3,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,50,,,,,White,,,No,Female,0.8134105156207015,0.042,0.143,0.369,0.416,0.607,0.833,0.914,0.2632793321421555,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1320,4,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,,,Age,48,,,,,White,,,No,Male,0.6193486767866063,0.035,0.102,0.108,0.12,0.856,0.901,0.916,0.18496418981462817,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1321,100,Validation,Yes,"Yes, I will",Purple,,,,Candidate 1,,,,,Candidate 2,,,Age,29,,,Black or African American,,,,,No,Female,0.37982947597741834,0,0,0,0,0.5,1,1,0.10616859004510766,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1322,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 1,,,Age,37,,,,,White,,,No,Male,0.14957136058937093,0,0,0,0,0.5,1,1,0.7850135045091188,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1323,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,37,,,,,White,,,No,Male,0.5145309866672687,0,0,0,0,0.5,1,1,0.16792462094871435,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1324,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,,,Age,30,,,,,White,,,No,Female,0.5604043108318942,0,0,0,0,0.5,1,1,0.4846730407990219,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1325,11,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,52,,,,,White,,,No,Male,0.48491674486662184,0.023,0.084,0.135,0.522,0.636,0.947,0.981,0.7218709389497225,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1326,20,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,,,Age,38,,,,,White,,,No,Male,0.26994575892340994,0.055,0.069,0.098,0.309,0.421,0.967,0.987,0.3830149589066894,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1327,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,,,Age,33,,,,,White,,,No,Male,0.409255479557732,0,0,0,0,0.5,1,1,0.5167917228575777,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1328,100,Validation,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 2,,,Age,33,,Asian,,,White,,,No,Male,0.2451069877122312,0,0,0,0,0.5,1,1,0.17090028109282726,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1329,18,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,19,,,,,White,,,No,Male,0.10867931579907408,0.038,0.058,0.088,0.329,0.43,0.94,0.973,0.23616890125818757,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1330,11,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 2,,,Age,46,,,,,White,,,No,Male,0.8556631148922405,0.023,0.084,0.135,0.522,0.636,0.947,0.981,0.2283829055326951,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1331,100,Validation,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,,,Age,19,,,,,White,,,No,Male,0.8439101385520562,0,0,0,0,0.5,1,1,0.9412758906700824,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1332,1,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,,,Age,26,,Asian,,,White,,,No,Female,0.02176776598714473,0.111,0.146,0.346,0.738,0.748,0.781,0.982,0.6996449010213011,62,49,Laurie Schmitt,Allison O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
1333,0,Warmup,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,43,,,Black or African American,,,,,No,Male,0.2671053459092754,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.5358609567712669,62,49,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1334,12,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,,,Age,29,,,,,White,,,No,Female,0.870989136367801,0.032,0.088,0.152,0.467,0.637,0.942,0.979,0.3813052532219573,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1335,100,Validation,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,38,,Asian,,,,,,No,Male,0.6939127907841264,0,0,0,0,0.5,1,1,0.23289570613598817,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1336,10,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,28,,,Black or African American,,,,,No,Female,0.8478344885743769,0.052,0.166,0.24,0.497,0.625,0.922,0.966,0.8878346970043691,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1337,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,29,,,,,White,,,No,Female,0.3157915604104734,0,0,0,0,0.5,1,1,0.5700063392450117,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1338,20,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,,,Age,53,,Asian,,,,,,No,Female,0.15530989229569908,0.055,0.069,0.098,0.309,0.421,0.967,0.987,0.9156335955289272,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1339,4,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,I don't know,,,Age,31,,,Black or African American,,,,,No,Female,0.6351481668267278,0.041,0.355,0.476,0.525,0.579,0.78,0.896,0.39411189881947634,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1340,13,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,,,Age,43,,,Black or African American,,,,,No,Male,0.3896200704364153,0.046,0.108,0.144,0.455,0.677,0.952,0.978,0.4547884821553688,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1341,100,Validation,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,36,,,,,White,,,No,Male,0.6434203320283955,0,0,0,0,0.5,1,1,0.28528499074403313,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1342,15,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,21,,,Black or African American,,,,,No,Female,0.4916543384296015,0.042,0.09,0.157,0.552,0.683,0.896,0.924,0.3788172212380025,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1343,9,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,42,,,,,White,,,No,Male,0.4342902012714861,0.027,0.093,0.243,0.484,0.547,0.783,0.968,0.1005990701030472,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1344,5,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 1,,,Age,19,,Asian,,,White,,,No,Male,0.06712391135914342,0.045,0.165,0.303,0.386,0.501,0.876,0.953,0.7916761161274454,62,49,Laurie Schmitt,Allison O'Connell,No experience,No experience,Restaurant owner,Small business owner
1345,100,Validation,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 2,,,Age,44,,,Black or African American,,,,,No,Male,0.4862430089819811,0,0,0,0,0.5,1,1,0.3868753573361029,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1346,20,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,,,Age,20,,,,,White,,,No,Female,0.2550501828675741,0.055,0.069,0.098,0.309,0.421,0.967,0.987,0.8006385347807404,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1347,8,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,48,,,,,White,,,No,Female,0.3514393787718004,0.017,0.073,0.193,0.444,0.498,0.869,0.968,0.2194887784355061,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1348,1,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,37,,,,,White,,,No,Male,0.17696976502821077,0.071,0.241,0.264,0.277,0.579,0.741,0.768,0.9923701286298152,62,49,Laurie Schmitt,Allison O'Connell,No experience,No experience,Restaurant owner,Small business owner
1349,100,Validation,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,,,Age,26,,,,,White,,,Yes,Female,0.41042028842736505,0,0,0,0,0.5,1,1,0.29728962930321917,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1350,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,,,Age,31,,,Black or African American,,,,,No,Female,0.5492731050004421,0,0,0,0,0.5,1,1,0.1432967884799691,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1351,2,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,68,,,,,White,,,No,Female,0.3098321143327821,0.023,0.176,0.186,0.199,0.845,0.94,0.955,0.04426965165051391,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1352,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 2,,,Age,,,,Black or African American,,,,,No,Female,0.8819381107766968,0,0,0,0,0.5,1,1,0.4265647838885348,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1353,100,Validation,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 1,,,Age,41,,,,,White,,,Yes,Male,0.6474792083370218,0,0,0,0,0.5,1,1,0.5300310874660572,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1354,6,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,,,Age,40,,,,,,,Prefer not to disclose,No,Female,0.9411087774068836,0.045,0.123,0.288,0.392,0.474,0.891,0.965,0.1863643357498488,49,62,Brendan Schmitt,Jay O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
1355,100,Validation,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,45,,,,,White,,,No,Female,0.7937760436427258,0,0,0,0,0.5,1,1,0.06346823160151677,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1356,20,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,,,Age,51,,,,,White,,,No,Female,0.8695587389798739,0.055,0.069,0.098,0.309,0.421,0.967,0.987,0.9120064959656462,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1357,7,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 1,,,Age,70,,,,,White,,,No,Male,0.19381917039719856,0.022,0.112,0.218,0.572,0.637,0.878,0.963,0.5967658536035488,62,49,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1358,5,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,24,,,Black or African American,,,,,No,Male,0.24946345557679037,0.045,0.165,0.303,0.386,0.501,0.876,0.953,0.13741573741133692,49,62,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1359,18,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,,,Age,41,,,,,White,,,No,Male,0.01470063766806866,0.038,0.058,0.088,0.329,0.43,0.94,0.973,0.1451841413847134,49,62,Laurie Schmitt,Allison O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
1360,3,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,53,,,,,White,,,No,Female,0.5414363310070327,0.042,0.143,0.369,0.416,0.607,0.833,0.914,0.972972287091653,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1361,17,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,53,,,,,,,Prefer not to disclose,No,Prefer not to disclose,0.4057513669612239,0.03,0.066,0.096,0.342,0.486,0.919,0.959,0.8604052615958279,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1362,16,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,36,,,,,White,,,No,Female,0.8152318396175354,0.026,0.065,0.107,0.41,0.494,0.91,0.949,0.964511231511019,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1363,20,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 1,,,Age,63,,,,,White,,,No,Male,0.3420586866191725,0.055,0.069,0.098,0.309,0.421,0.967,0.987,0.9771461579895452,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1364,100,Validation,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,,,Age,23,,,Black or African American,,,,,No,Male,0.7273039626254011,0,0,0,0,0.5,1,1,0.7553340733878626,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1365,14,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 1,,,Age,30,,,,,White,,,No,Male,0.3066927435124975,0.046,0.098,0.158,0.614,0.753,0.946,0.973,0.5398627502238058,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1366,0,Warmup,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,,,Age,24,,Asian,,,,,,No,Male,0.5659525945237728,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.8165696372316614,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1367,19,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 1,,,Age,27,,,,,White,,,No,Female,0.04826568533858882,0.04,0.053,0.083,0.255,0.36,0.959,0.975,0.7754771960376476,62,49,Laurie Schmitt,Allison O'Connell,No experience,No experience,Restaurant owner,Small business owner
